,Incident ID,Year,Street Name,Cross Street,Distance,Junction Relation,Total Injuries,Total Fatalities,Injury Severity,Collision Manner,Light Condition,Weather,Surface Condition,Age Driver 1,Gender Driver 1,Travel Direction One,Unit Action One,Violation1_Drv1,Alcohol Use Driver 1,Drug Use Driver 1,Age Driver 2,Gender Driver 2,Travel Direction Two,Unit Action Two,Violation 1 Driver 2,Alcohol Use Driver 2,Drug Use Driver 2,Latitude,Longitude,Date,Time
45420,4001435,2022,Southern Ave,Fair Ln,217.0,Driveway Or Alley,1.0,0.0,Suspected Minor Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,74.0,Male,North,Making Right Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,41.0,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.39278363,-111.9752958,2022-10-12,16:10:00
45423,3988616,2022,48th St,Broadway Rd,0.0,Intersection 4 Way 202,1.0,0.0,Possible Injury,Head On,Daylight,Clear,Dry,31.0,Male,West,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,20.0,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40732886,-111.9782876,2022-10-12,20:03:00
45424,4001433,2022,Elliot Rd,Priest Dr,-150.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,52.0,Female,East,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,38.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.34909571,-111.9636246,2022-10-12,20:40:00
45425,3999822,2022,Rio Salado Pkwy,Scottsdale Rd,-15.0,Intersection 4 Way 202,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,54.0,Male,North,Making Left Turn,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,40.0,Male,North,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.42885076,-111.9263381,2022-10-12,20:42:00
45426,3954175,2022,SR-143 Non-Cardinal,Unknown,0.0,Not Junction Related,1.0,0.0,Possible Injury,Rear End,Daylight,Clear,Dry,34.0,Male,South,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,23.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.4074694,-111.9783203,2022-10-12,20:50:00
45427,3999801,2022,Mill Ave,Hermosa Dr,0.0,Intersection 4 Way 202,1.0,0.0,Possible Injury,Left Turn,Daylight,Clear,Dry,28.0,Male,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,33.0,Female,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.38820795,-111.9395261,2022-10-12,21:48:00
45430,4002062,2022,Miller Rd,McKellips Rd,-100.0,Intersection Related 206,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,25.0,Female,North,Making Left Turn,Made Improper Turn,No Apparent Influence,No Apparent Influence,32.0,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.45097981,-111.9179285,2022-10-13,00:33:00
45434,4002053,2022,Priest Dr,SR-202 Cardinal Frontage,0.0,Intersection 201,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Dark Lighted,Clear,Dry,39.0,Female,North,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,52.0,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.43714969,-111.9609412,2022-10-13,11:54:00
45435,3988591,2022,Priest Dr,Elliot Rd,87.0,Intersection Related 206,1.0,0.0,Possible Injury,Sideswipe Same Direction,Daylight,Clear,Dry,75.0,Female,West,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,55.0,Male,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.3493427,-111.9631392,2022-10-13,16:07:00
45437,3999698,2022,Madison Dr,University Dr,0.0,Intersection T Inter 203,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,69.0,Female,South,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,18.0,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42191648,-111.9733283,2022-10-13,19:20:00
45441,3999728,2022,I-10 Exit 157 C-Ramp,Elliot Rd,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,48.0,Female,East,Making Left Turn,Failed To Keep In Proper Lane,No Apparent Influence,No Apparent Influence,60.0,Male,East,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.34909552,-111.9709375,2022-10-13,23:11:00
45442,3957782,2022,SR-202 Exit 7 A-Ramp,Unknown,0.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,19.0,Male,East,Making Right Turn,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,25.0,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.43572089,-111.9267662,2022-10-14,01:19:00
45446,4002624,2022,Dorsey Ln,Broadway Rd,0.0,Intersection 201,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,27.0,Female,East,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,33.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40750562,-111.9176969,2022-10-14,14:41:00
45447,3989120,2022,Broadway Rd,College Ave,0.0,Intersection 4 Way 202,2.0,0.0,Suspected Minor Injury,Left Turn,Daylight,Clear,Dry,60.0,Female,West,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,35.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40743675,-111.9349064,2022-10-14,14:47:00
45448,3988615,2022,Rural Rd,Apache Blvd,135.0,Intersection Related 206,1.0,0.0,Possible Injury,Rear End,Daylight,Clear,Dry,20.0,Female,South,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,72.0,Male,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.41513315,-111.9262933,2022-10-14,17:27:00
45450,4047691,2022,Priest Dr,Ray Rd,119.0,Not Junction Related,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,46.0,Male,North,Going Straight Ahead,Failed To Keep In Proper Lane,No Apparent Influence,No Apparent Influence,42.0,Female,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.32019036,-111.9630995,2022-10-14,18:37:00
45451,4001564,2022,Jewell St,Ranch Rd,0.0,Intersection 201,1.0,0.0,Possible Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,26.0,Male,South,Going Straight Ahead,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,22.0,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.3345274,-111.9682957,2022-10-14,22:50:00
45453,4007415,2022,Baseline Rd,Rural Rd,-200.0,Driveway Or Alley,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,20.0,Male,Northeast,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,62.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37824552,-111.9293417,2022-10-15,00:35:00
45454,3989534,2022,Southern Ave,Butte Ave,0.0,Intersection Related 206,0.0,0.0,No Injury,Head On,Dusk,Clear,Dry,49.0,Male,Northeast,Making Left Turn,Made Improper Turn,No Apparent Influence,No Apparent Influence,33.0,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.39298856,-111.9114058,2022-10-15,00:49:00
45455,3960420,2022,SR-202 Exit 7 T-Ramp,Unknown,0.0,Entrance Exit Ramp 205,0.0,0.0,No Injury,Rear End,Dark Lighted,Clear,Dry,21.0,Male,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,23.0,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.43554224,-111.9263757,2022-10-15,01:11:00
45456,3999368,2022,Kyrene Rd,Elliot Rd,0.0,Intersection 4 Way 202,1.0,0.0,Suspected Minor Injury,Left Turn,Dark Lighted,Clear,Dry,53.0,Female,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,31.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.34919914,-111.9457347,2022-10-15,01:43:00
45459,3998484,2022,Rural Rd,Terrace Rd,200.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Dark Lighted,Clear,Dry,30.0,Female,South,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,23.0,Male,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.420825,-111.9263049,2022-10-15,04:28:00
45462,4002058,2022,Baseline Rd,Arizona Mills S,-150.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Cloudy,Dry,35.0,Male,East,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,32.0,Male,East,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37827774,-111.9659456,2022-10-15,14:52:00
45463,3988933,2022,Rural Rd,E Terrace Rd,10.0,Intersection Related 206,1.0,0.0,Suspected Minor Injury,Rear End,Daylight,Cloudy,Dry,60.0,Male,North,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,18.0,Female,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.41916902,-111.9262995,2022-10-15,16:00:00
45464,3989003,2022,Southern Ave,Price Rd,-215.0,Intersection Related 206,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,78.0,Female,West,Making Right Turn,Made Improper Turn,No Apparent Influence,No Apparent Influence,58.0,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.39297229,-111.8927332,2022-10-15,18:00:00
45465,4011703,2022,Rural Rd,Rio Salado Pkwy,-50.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Rain,Wet,33.0,Female,North,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,33.0,Female,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42871109,-111.9262896,2022-10-15,18:43:00
45466,3986977,2022,Scottsdale Rd,Playa Del Norte Dr,176.0,Not Junction Related,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Cloudy,Dry,23.0,Male,North,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,21.0,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.4345199,-111.9262585,2022-10-15,19:07:00
45467,3999369,2022,Elliot Rd,McClintock Dr,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Left Turn,Daylight,Rain,Wet,36.0,Male,East,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,28.0,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.34912979,-111.9111874,2022-10-15,20:26:00
45468,3988985,2022,Broadway Rd,Roosevelt St,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,62.0,Male,East,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,42.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40737681,-111.9478531,2022-10-15,20:58:00
45472,3988943,2022,Broadway Rd,River Dr,-177.0,Driveway Or Alley,0.0,0.0,No Injury,Rear End,Dark Lighted,Clear,Dry,62.0,Male,West,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,21.0,Male,West,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.40749563,-111.8983285,2022-10-16,02:26:00
45473,3988660,2022,Mill Ave,El Parque Dr,-200.0,Not Junction Related,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Dark Lighted,Rain,Wet,69.0,Male,North,Making Left Turn,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,35.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40541623,-111.9397905,2022-10-16,04:40:00
45475,4007412,2022,University Dr,Dorsey Ln,-10.0,Intersection Related 206,1.0,0.0,Possible Injury,Rear End,Daylight,Cloudy,Dry,20.0,Female,West,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,32.0,Male,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42201876,-111.9177222,2022-10-16,16:39:00
45476,4001415,2022,Rural Rd,Terrace Rd,-25.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,34.0,Male,North,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,50.0,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42020685,-111.9263006,2022-10-16,17:28:00
45479,3988661,2022,McClintock Dr,SR-202 Exit 8 J-Ramp,0.0,Intersection T Inter 203,2.0,0.0,Possible Injury,Left Turn,Dark Lighted,Clear,Dry,22.0,Female,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,46.0,Female,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.43662129,-111.9096218,2022-10-17,01:52:00
45484,4005069,2022,Baseline Rd,Country Club Way,-125.0,Intersection Related 206,1.0,0.0,Suspected Minor Injury,Sideswipe Same Direction,Daylight,Clear,Dry,22.0,Male,East,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,31.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37845023,-111.9010446,2022-10-17,15:57:00
45485,3999211,2022,Mill Ave,Baseline Rd,137.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,27.0,Male,South,Changing Lanes,Failed To Keep In Proper Lane,No Apparent Influence,Drugs,76.0,Female,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37858702,-111.9393736,2022-10-17,16:40:00
45486,4020372,2022,Baseline Rd,Hardy Dr,0.0,Intersection 4 Way 202,2.0,0.0,Suspected Minor Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,55.0,Male,East,Making Left Turn,Made Improper Turn,No Apparent Influence,No Apparent Influence,80.0,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37821354,-111.9525127,2022-10-17,19:23:00
45488,4007383,2022,University Dr,Farmer Ave,190.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,47.0,Male,West,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,78.0,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42189758,-111.9436718,2022-10-17,21:42:00
45489,4001558,2022,Southern Ave,Kyrene Rd,113.0,Driveway Or Alley,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,22.0,Male,South,Changing Lanes,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,49.0,Female,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.39283742,-111.9433146,2022-10-17,23:06:00
45490,4004438,2022,SR-143 Non-Cardinal,I-10 Exit 153 A-Ramp,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,52.0,Male,South,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,57.0,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40932281,-111.9783209,2022-10-17,23:08:00
45491,4002654,2022,McClintock Dr,E Tempe Marketplace,-10.0,Not Junction Related,1.0,0.0,Possible Injury,Rear End,Daylight,Clear,Dry,75.0,Male,South,Avoiding Vehicle Object Pedestrian,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,53.0,Female,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.43205686,-111.9092792,2022-10-18,00:00:00
45492,4001555,2022,McClintock Dr,Hermosa Dr,0.0,Intersection T Inter 203,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,40.0,Male,West,Making Right Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,48.0,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.38767905,-111.9091823,2022-10-18,00:17:00
45494,4004897,2022,McClintock Dr,SR-202 Exit 8 J-Ramp,0.0,Intersection T Inter 203,0.0,0.0,No Injury,Left Turn,Dark Lighted,Clear,Dry,34.0,Male,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,23.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.43662129,-111.9096218,2022-10-18,04:13:00
45496,4004424,2022,Warner Rd,McKemy St,-100.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,18.0,Female,East,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,17.0,Female,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.33458496,-111.949766,2022-10-18,14:10:00
45498,3988592,2022,Scottsdale Rd,SR-202 Exit 7 P-Ramp,-20.0,Entrance Exit Ramp 205,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,67.0,Male,East,Making Right Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,45.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.43538915,-111.9262573,2022-10-18,16:56:00
45500,4001169,2022,Southern Ave,Hardy Dr,-94.0,Intersection Related 206,1.0,0.0,Possible Injury,Sideswipe Same Direction,Daylight,Clear,Dry,23.0,Male,East,Going Straight Ahead,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,57.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.39285823,-111.9522931,2022-10-18,19:05:00
45505,4002658,2022,Mill Ave,Southern Ave,226.0,Driveway Or Alley,0.0,0.0,No Injury,Left Turn,Daylight,Clear,Dry,21.0,Female,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,28.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.39348367,-111.9396147,2022-10-18,22:55:00
45506,4001175,2022,Scottsdale Rd,Tempe Dr,0.0,Intersection T Inter 203,0.0,0.0,No Injury,Rear End,Dark Lighted,Clear,Dry,46.0,Male,North,Stopped In Trafficway,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,28.0,Female,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.44222783,-111.9263923,2022-10-19,01:04:00
45508,4001574,2022,Southern Ave,Country Club Way,0.0,Intersection 4 Way 202,2.0,0.0,Possible Injury,Angle - Other Than Left Turn 2,Dark Lighted,Clear,Dry,41.0,Female,West,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,55.0,Male,South,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.39298057,-111.9005557,2022-10-19,04:10:00
